No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude,Y house price of unit area
274,2013.8972964014868,12.61862305264299,166.61745465296332,1,24.97371,121.52984,29.766781067645667
92,2013.25727845799,9.986732204874098,1323.3172053186042,0,24.98569,121.5276,40.1527614892186
103,2013.1861748835613,2.268171313441751,206.40134110660588,6,24.96571,121.54089,54.31712311874804
306,2013.3890060904525,17.428871291264368,305.1557158826761,5,24.98203,121.54348,59.243003278760035
29,2013.61848500986,17.952653830540726,577.912879869439,4,24.97419,121.53797,51.496054781281316
371,2012.3981707021344,17.377064965876283,283.4472024495081,5,24.98203,121.54348,41.0805223543455
18,2012.8190993101655,19.635410324224743,357.2447126511107,1,24.97544,121.53119,38.80060590025097
115,2012.6155314731948,29.8833172353023,133.09197274813977,8,24.98155,121.54142,57.05013908418629
250,2012.9220691772755,16.33984960576536,6103.164385685373,1,24.95743,121.47516,14.579351372780582
404,2012.9504589309058,30.356120638765304,165.4044924423802,9,24.98353,121.53966,41.63822678190986
342,2012.5385957559463,13.075240748272304,683.2484678095401,2,24.97371,121.54951,33.66079971315298
347,2013.9068060999844,14.94046629905609,1547.8539932078595,2,24.96412,121.5167,33.533258585178885
136,2012.5233912784486,19.291604826105882,931.4236546869914,0,24.96357,121.54951,22.429791964883343
213,2012.866094408667,17.517421572355325,1730.633158160401,2,24.98672,121.52091,31.012925773695134
381,2013.4083491028766,15.368981094488941,304.8984541340535,5,24.98203,121.54348,54.433502457142694
359,2013.6324438680062,0.8628472354059933,203.20052468086539,6,24.96571,121.54089,41.196320243427245
32,2012.3321243206606,28.569436046074216,759.4450452751452,7,24.98281,121.53408,24.145618375887725
235,2013.1059479390387,6.5936957160416325,2115.056117313857,4,24.96007,121.51361,25.730600739923148
354,2013.7536018690562,5.615932489711567,2116.4491721109616,3,24.96299,121.51284,33.93694606147592
352,2012.7897381491678,2.7468170643651386,2006.2776951954884,3,24.96324,121.51241,29.65771235588438
32,2012.518108677577,30.524124137360644,698.4869412883539,7,24.98281,121.53408,26.008701020586507
259,2013.6039974102741,0.35907368434613884,292.9797787210906,6,24.97744,121.54458,62.441974922303395
394,2012.5650191142486,15.654463228933203,1015.8676312090984,4,24.98872,121.53408,36.98644334046078
61,2012.991917591438,9.14427033037109,2070.889202721389,2,24.96365,121.51471,19.267557729126022
274,2013.1809287247816,13.031863612261652,183.3151978459196,1,24.97371,121.52984,27.18774226299376
56,2012.8967925557388,32.18436195725037,1223.6270828515185,0,24.94968,121.53009,15.041371060305224
381,2013.196988996376,12.300487342972634,268.0829722350491,5,24.98203,121.54348,49.29040244403026
193,2013.3039188368127,43.23752246954964,60.92969949119067,7,24.9675,121.54069,45.09027974653363
347,2013.0696847617262,14.682435903112118,1694.408786629419,2,24.96412,121.5167,33.12893046571046
334,2012.4526382044821,9.146342953913198,100.56259924857338,5,24.96674,121.54067,39.94941331814723
47,2013.2084397114681,20.57759467892132,461.05474053186634,9,24.9703,121.54458,45.00405506524454
52,2012.66703784206,31.966138980563926,1666.9953726402005,1,24.95402,121.55282,22.506470728010413
55,2012.8427061450975,16.826032425541893,264.47310528623507,5,24.98203,121.54348,51.54176741426978
194,2013.1236693203282,8.494891264793702,390.5732811982624,5,24.98246,121.54477,46.08629838504301
414,2013.3045300624867,6.074397881705606,84.33778595141771,9,24.97433,121.5431,61.18118703802599
397,2012.920208010306,36.40567686869593,932.626335373403,1,24.97198,121.55063,29.148239100848404
2,2013.312316686693,19.086282324827124,296.7842444613762,9,24.98034,121.53951,42.57015857644272
351,2013.382304867836,12.046965637368027,475.05879132308155,5,24.96515,121.53737,41.65171028800191
299,2013.1578784134485,15.020120279567852,3961.9351956730156,0,24.94155,121.50381,18.358643487299304
295,2013.8264168817852,25.031085673043627,316.5285347617314,6,24.9796,121.5414,41.394633564390496
132,2013.3511521324526,2.917640084054402,2288.906820352235,3,24.96299,121.51284,33.577037814210804
223,2013.1136300955336,31.651247261782906,454.66472470350084,10,24.98123,121.53743,52.25386177308509
347,2013.7697137792795,11.231361887513412,1770.8321579482154,2,24.96412,121.5167,31.65518072064025
310,2013.2488460895365,31.272717161380115,1209.444853389457,0,24.94883,121.52954,20.487767584742727
161,2012.6064359004783,1.8710786450547934,48.99424349579145,8,24.95836,121.53756,55.840358450590415
147,2012.8753661119051,-1.089470918654841,183.97531550085705,0,24.9711,121.5317,49.071113592658
261,2012.9488988282267,18.12957840330306,1418.2953526878546,4,24.97073,121.517,32.125885717337084
359,2013.0118050379524,2.6626016574954017,181.87283806449977,6,24.96571,121.54089,45.705262887875044
305,2013.6951353373665,21.12634497999512,1764.0236534767414,3,24.96622,121.51668,27.27407918168451
81,2013.2645804283798,11.93354833963647,491.2090954081161,4,24.97445,121.54765,37.51268575750865
217,2013.6487938175753,37.29957106798672,545.3399267028416,1,24.97153,121.53559,36.875222314404866
258,2013.168720626153,15.394896132354031,445.02386755373846,1,24.97501,121.5273,43.021759983531055
173,2013.8786872828261,8.078664661308256,95.60215228409294,9,24.97433,121.5431,57.54911481859134
30,2013.1333057180013,7.424756864394546,436.2647669158939,5,24.97563,121.54694,58.168027136050135
26,2013.4153641017456,29.106676038418595,1618.527152941511,2,24.97542,121.51726,27.227220684785063
29,2013.7145250657534,18.44336898557843,562.2576073227284,4,24.97419,121.53797,45.30464501093361
289,2013.174693634012,15.5318264010618,345.7948237009288,6,24.97841,121.5428,53.76301042703229
62,2013.3838941385084,5.633900274657369,281.50325104930437,6,24.97585,121.54516,57.80552871477871
86,2012.9705189721476,0.6927663173457557,372.5006315359255,9,24.96853,121.54413,48.8685670658981
124,2013.1802611330818,-0.622985663461197,170.70162871930674,0,24.9711,121.5317,46.37976849901685
294,2012.8596480011502,10.95389899605538,412.79682611964444,7,24.96735,121.54464,46.11941431796069
250,2012.6206782601032,18.97961984501494,5853.826564710762,1,24.95743,121.47516,13.838410463978239
195,2013.6568666704434,13.621612536442665,3902.012208266825,0,24.93363,121.51158,30.748240002481047
121,2013.4083943800517,13.604888213108552,496.2422132018781,5,24.96515,121.53737,29.553896756401826
300,2013.6586765104169,32.98272650673602,123.4982493553958,10,24.98178,121.54059,49.76114955637582
115,2012.7160769869404,30.52455054617607,147.7459213989513,8,24.98155,121.54142,53.35227468915576
340,2013.703787006786,0.08244486738052248,298.9763801948659,5,24.98254,121.54395,46.92208793238344
176,2013.1302569691152,32.164387980740486,461.22119644260005,3,24.97005,121.53758,36.587192933602594
308,2013.0145343802506,11.879661921724178,2815.9191690294565,0,24.9546,121.56627,22.97148356241658
98,2013.1207961090797,30.048137876413875,569.1199694656045,3,24.97746,121.53299,36.74242498722679
82,2012.5642335372975,32.366224718598566,369.1832197877143,6,24.96427,121.53964,34.82544956756287
295,2013.2974785521747,27.212545108462724,328.09568342614,6,24.9796,121.5414,39.54829968041721
149,2013.2602179699807,17.963473979244625,3934.8370527030424,0,24.93293,121.51203,46.48995740470559
121,2013.1883049029693,13.859479451950097,489.67243363542076,5,24.96515,121.53737,33.54582588033997
352,2012.6896432311148,2.5134917162981334,2130.7329350069376,3,24.96324,121.51241,27.01279199364765
90,2013.8624085223819,21.865978638000502,3711.3503928887726,0,24.94783,121.50243,25.221688847053034
293,2013.0554994006384,17.860209793597857,370.1803750228598,5,24.95674,121.534,22.794198916814082
26,2012.8487046371972,28.587194716842816,1626.0898753219683,2,24.97542,121.51726,29.00128187137287
82,2013.367530930717,31.014604117559823,366.85815455092086,6,24.96427,121.53964,34.37007450894046
253,2013.1589620303764,6.7774505496854935,90.93487654795263,9,24.97433,121.5431,55.91158609342051
297,2012.2876759286373,12.543037119472844,1063.6227450580197,4,24.99176,121.53456,37.03985592691761
352,2012.5266663155467,5.635762784639681,2102.2557874906033,3,24.96324,121.51241,31.33041241659907
44,2012.538695386039,35.33180090781811,549.8450575273481,6,24.98748,121.54301,32.47390725201359
94,2012.484459352046,31.858006012312444,1048.208911291274,0,24.9492,121.53076,16.291985947090794
360,2013.9451366651276,4.310982891551495,2548.2957037025376,0,24.95505,121.55964,26.95146843868485
40,2013.370354199395,17.249815381898877,279.1770178492031,5,24.98203,121.54348,49.45207394224556
40,2013.0671011801828,17.55432725981594,311.0831586514151,5,24.98203,121.54348,48.40690555673234
284,2013.052845272846,35.49573455077748,2013.5351364444323,2,24.98674,121.51844,24.79451658078098
236,2012.2532583777338,13.823339962006795,232.57697174699553,7,24.96606,121.54297,41.24747939770528
75,2012.732038374068,7.176142743496559,402.5039527210437,10,24.98343,121.53762,57.73495034602038
121,2013.1588773995175,13.762761634328292,540.9644649923749,5,24.96515,121.53737,33.793044355136566
94,2013.0091675935325,33.50168421381193,1046.1310383789812,0,24.9492,121.53076,14.830867846370886
236,2012.5952728684842,13.098109945228774,242.28282537173982,7,24.96606,121.54297,38.755430072596724
217,2013.130412908034,36.14971932956358,622.1879237604979,1,24.97153,121.53559,40.53920337147811
345,2013.6100032038019,35.73985474865066,3223.929905792244,0,24.998,121.5155,42.79738303863171
113,2013.0971713488377,8.690823651897112,2079.8332580646406,3,24.96044,121.51462,24.31241254298985
100,2013.7647034831994,5.220092059829371,83.35974684177354,9,24.97433,121.5431,64.38935700495213
303,2013.9875200849717,15.634403734761364,2155.280226288548,3,24.95885,121.51359,25.36023212340128
406,2012.797677720585,24.60542137150562,127.6899892325202,6,24.95663,121.53765,33.49971144136615
219,2013.0751873139668,13.861920104489425,512.3974457976119,5,24.96515,121.53737,47.75500422881144
324,2013.898440413479,27.957434257029906,193.80156046823996,6,24.97631,121.54436,42.791217833899076
331,2012.9597055247957,31.352869653962518,1121.8010569430112,0,24.94935,121.53046,12.059603631994667
170,2013.173768508268,9.944830295166954,1996.7432177105104,1,24.95468,121.55481,21.63371249082284
287,2012.8690393188633,6.9529691298145995,86.49814471371825,9,24.97433,121.5431,52.49436657015964
226,2013.0912746789988,0.5742046010923234,211.13178443866863,6,24.96571,121.54089,50.27469538450556
110,2014.0651418967277,3.7088933810911673,2237.0900864164573,3,24.96299,121.51284,27.556756364705755
174,2012.9146840750955,41.521094150815465,367.6167976652466,4,24.98326,121.5446,34.342584943201864
196,2013.5946769091736,16.43114775796894,456.02059359034996,5,24.95425,121.5399,32.191364335890555
365,2013.7546645762118,37.299582875522205,573.1305912118426,7,24.97913,121.53666,30.93895189028596
273,2012.4647222498197,12.082144515332553,463.18740979762936,5,24.96515,121.53737,44.53397672829224
409,2012.9379791030617,18.20601988196266,1969.7910594469902,3,24.9633,121.51243,26.294059953843988
138,2013.5381246616537,15.262863109528691,336.21020956192575,6,24.96495,121.54277,46.05744043398449
141,2013.3468594797173,16.352826651657978,269.80336128023356,5,24.98203,121.54348,48.14803558757994
5,2012.8730525510316,3.9291705907959416,407.91885776918775,5,24.97937,121.54245,39.68149358874743
407,2013.2213871348436,1.117234045014159,373.9791111938617,7,24.97293,121.54026,38.46247072993342
296,2013.525869960555,16.229826041824268,2103.4060127075895,3,24.96299,121.51252,20.448126162606677
106,2013.2071884947354,0.5209817416260951,314.7169804249313,6,24.97744,121.54458,65.57016010012846
42,2013.7950520190661,17.95013250622108,4194.7541520852565,0,24.94297,121.50342,18.044957495821762
308,2012.9854709225951,8.649088355961496,3220.41445268333,0,24.9546,121.56627,24.408262476351116
91,2012.3840118686214,-1.4268625252233056,253.3024863874878,1,24.9748,121.53059,45.720933628805255
362,2012.8015857340881,39.645825096608135,273.7296213191545,8,24.97345,121.54093,67.17119604232376
257,2012.7423446158718,14.286425487255354,365.92998680514853,1,24.97519,121.53151,27.568278275048957
379,2013.6489996643447,37.236847107977994,574.6373813993547,8,24.97077,121.54634,36.82526324486551
253,2012.6730773671613,6.8797858421714135,86.38432037591869,9,24.97433,121.5431,49.26508385372682
246,2013.612521906146,7.698624666210069,599.2577893597534,5,24.97258,121.54814,40.2792594886772
260,2013.5315450412493,16.406151821951077,793.5825567406421,0,24.96334,121.54767,27.997254260913152
190,2013.388694136621,17.00401363795693,4329.746933747035,0,24.94297,121.50342,18.540964989363225
44,2012.4658505139657,32.79702948826283,474.989681886229,6,24.98748,121.54301,36.11816908218706
237,2013.6115361175798,3.788841188489858,395.7325185374826,10,24.98322,121.53765,58.11516109116437
346,2013.0814967771794,0.1469378110071049,167.58518120205687,0,24.9711,121.5317,36.421624252391986
205,2012.8608529845374,16.568262061565775,1528.2710252487652,1,24.95182,121.54887,24.51614925755881
356,2013.4452737717947,1.9660613394265285,384.2275590328052,5,24.98085,121.54391,57.1716715247898
306,2013.2451095700214,18.08139583648423,273.81627534426553,5,24.98203,121.54348,52.67715234807572
292,2013.2096277121086,4.19873039317798,54.928096189542586,7,24.95744,121.53711,56.537223513464134
312,2013.047273897636,21.613918501957276,551.0629194478795,4,24.97425,121.53814,39.64195483010013
84,2013.1977385358962,25.741172238410492,2587.5829565114655,3,24.96056,121.50831,15.946840044270646
275,2013.4249959871831,27.825730011711833,382.5574148945801,7,24.97305,121.53994,39.72702869873489
167,2013.7282150760166,0.4298630709769746,268.7479587806341,6,24.97744,121.54458,80.35268651776673
259,2013.5612647272728,0.060662167641512,268.5678012059505,6,24.97744,121.54458,61.382807858103014
408,2013.1979281471195,3.421849232426615,2483.6405897668174,0,24.95505,121.55964,24.386722044138878
400,2013.3532798940112,12.82419746398232,179.3740396798635,1,24.97371,121.52984,36.56192752782272
262,2013.6442597794708,17.90914276404099,2483.7249472316225,3,24.95885,121.51359,22.65736707465893
267,2013.2369863627412,17.106493800115604,1891.5151700648735,3,24.96731,121.51486,22.318933843631036
20,2012.8671692458063,-0.3855782232795053,22.915539315052552,7,24.96772,121.54102,44.69974182248349
247,2013.8509464372444,17.826606420570176,389.0084214235132,6,24.96412,121.54273,42.53713043773087
131,2013.5243984741905,29.862652289726206,509.73009547790883,8,24.98092,121.53653,37.060496096787986
262,2013.5332765975036,16.996099982356096,2352.205224050966,3,24.95885,121.51359,22.493760549090453
103,2012.6363191012358,2.5776857151938493,188.17361630356282,6,24.96571,121.54089,56.364774489118
8,2013.128575171013,22.285924440510282,279.6648218583919,6,24.98042,121.54228,45.65705638685459
42,2013.9490694909869,17.191032604124008,3722.7991184744355,0,24.94297,121.50342,17.21251004539177
92,2013.6871067815036,9.358781677416447,1376.2736835715511,0,24.98569,121.5276,39.92140720789623
338,2012.4375704448003,30.655415269284475,630.4596218343987,5,24.96871,121.54651,27.99802556016225
121,2012.7228066367306,14.8626424247968,483.96095968382133,5,24.96515,121.53737,28.288576187012
123,2013.6302779350651,32.6221451091409,421.1029209069298,4,24.98199,121.54464,30.717043162031104
316,2013.448483387643,17.240406169058463,1855.1771471708544,2,24.9832,121.51812,27.17676860969915
309,2013.3771362558768,14.859094425730518,289.0117360475393,5,24.98203,121.54348,49.38718528061738
46,2013.1330325737215,34.61066769309321,440.6823282403544,8,24.97015,121.54494,35.64387537801324
397,2012.281339194125,36.55058734131192,892.3635315494771,1,24.97198,121.55063,35.028798754551175
61,2013.2237511339906,12.814673466982201,2058.188873598296,2,24.96365,121.51471,22.927739127302825
409,2013.7286238446807,17.61695325075584,2237.256136237359,3,24.9633,121.51243,28.429814237866484
410,2013.2622348640268,13.92686610501033,4130.166354229613,0,24.94155,121.50381,15.337425857043657
249,2012.5671581897507,19.862201940030946,1021.2206713452122,0,24.96357,121.54951,23.8960682957699
186,2012.5322752317552,33.145173221359954,1519.426371107815,3,24.97285,121.5173,23.424413239757566
126,2013.4065159842553,1.7437189674286766,208.7097040686652,6,24.96571,121.54089,51.27374620907834
11,2012.6192381288,32.893208518676175,422.263176258166,1,24.97349,121.53372,41.43827318049066
24,2012.7008518913224,11.192826447695108,283.74803839610126,7,24.97528,121.54541,52.251629918993224
65,2013.290532468379,18.12270209638104,1054.5957005617395,0,24.96305,121.54915,26.02484320550878
300,2013.0902931371666,31.433936930266267,109.69647717504192,10,24.98178,121.54059,50.42898862339245
129,2012.8762169271656,42.5093660305638,134.59567036429357,6,24.96674,121.54039,56.52789149893919
129,2013.2214650148578,41.56816280255968,113.95971112483714,6,24.96674,121.54039,57.45624053003291
305,2013.4659445563825,20.443587040272142,1523.9636376941862,3,24.96622,121.51668,30.91908074547281
271,2013.222851667971,9.900409353193929,234.18254961155765,1,24.9746,121.53046,117.62717216943088
298,2012.6034531495986,34.260275737472156,587.0363084312874,4,24.97003,121.5458,27.814688868143698
191,2013.5858436142892,35.91323890650705,556.2978312693765,8,24.97945,121.53642,42.88229997989587
286,2013.4696042592452,28.964769803091563,778.9744075165544,3,24.97509,121.53644,50.24834784990092
68,2013.987351637567,7.737662403259597,104.8258150006472,5,24.96674,121.54067,59.73895501404601
212,2012.7815398629668,-1.2778606364851948,288.71829709415397,1,24.9748,121.53059,43.625705994810936
324,2013.2732930420632,28.57568174363477,197.19186705440413,6,24.97631,121.54436,38.79850595895109
356,2013.1136547819713,2.7989606006572503,410.7898096934178,5,24.98085,121.54391,65.19303273465806
406,2013.0668465377391,21.866821642522762,122.35884436058649,6,24.95663,121.53765,40.0721237736981
172,2012.9104710008921,3.789740003099225,346.13710680512,5,24.98085,121.54391,59.325678498176686
254,2012.9848951203653,30.380993677591533,1636.605029190294,2,24.96464,121.51623,24.44331043060454
374,2013.231977132232,0.22417774351384434,284.53837712380374,1,24.9748,121.53059,51.10695637175142
211,2013.4808916329443,7.021886744191349,375.019277964967,5,24.97937,121.54245,57.11451341718234
363,2012.9482516703206,18.964176031475713,901.3816914236064,4,24.98872,121.53408,38.22096029063826
246,2013.61560314755,8.75672317419273,594.401959011425,5,24.97258,121.54814,37.38356260694488
93,2013.0732491255144,19.298321764947826,2409.6037241343247,4,24.96108,121.51046,22.475661657692157
184,2013.5064211060296,17.706278607361497,4184.922302837309,0,24.94155,121.50381,17.15162106428021
266,2012.3653274195872,14.294148577744952,892.5614143772553,4,24.97886,121.53464,38.65501400302232
409,2013.6312865845216,17.87549609533969,2034.7203252521365,3,24.9633,121.51243,26.320551470535147
245,2013.3338941672707,4.755796065652209,1683.2103682291372,3,24.97213,121.51627,19.884524823837932
342,2012.5975626666036,12.22766737668149,741.834518564779,2,24.97371,121.54951,39.67930954937832
180,2012.7562435634081,13.82073515377576,462.8118937931835,1,24.97493,121.5273,44.70650721053793
230,2013.7648391302037,32.682878154239575,1147.9700097936275,0,24.9489,121.53095,17.800588236336285
334,2013.2125320417904,8.657921306844264,99.37307014661164,5,24.96674,121.54067,41.64444559014431
91,2013.2605261059214,-0.39471273120858097,250.46607415958968,1,24.9748,121.53059,44.18699205394587
258,2013.1625366082299,16.270975982084735,483.0260095338595,1,24.97501,121.5273,46.80820505529395
219,2012.9794890010132,13.638102914340834,491.62939328311575,5,24.96515,121.53737,39.88907219226383
302,2012.3314604165114,39.29836958910216,452.1554966318413,0,24.97229,121.53445,38.98628047965045
22,2013.106679056527,10.866825011127345,290.65691381196353,7,24.97528,121.54541,53.27600207025629
81,2013.4977195417111,11.975131743217473,582.1137964691551,4,24.97445,121.54765,37.40790829566562
124,2013.019384004953,0.012507609766837291,185.36540263131081,0,24.9711,121.5317,42.459606041467865
14,2012.6254667780531,19.712771719744538,2299.985466892259,4,24.96108,121.51046,22.85765555655039
98,2013.2928003518307,29.61070648654858,569.8947524502837,3,24.97746,121.53299,32.97407030750978
70,2012.876093501764,10.902579954783816,607.935179332612,5,24.98746,121.54391,45.48437874680781
90,2013.568491404039,23.55146999270774,3701.3227260183003,0,24.94783,121.50243,24.548353298594566
42,2013.3649308395688,16.779277980775795,4233.470496399825,0,24.94297,121.50342,19.675492791949328
2,2013.1298153555367,20.313162427451765,315.58195679416554,9,24.98034,121.53951,39.4977330285863
268,2012.5933657782998,33.91277456473919,436.41169191829334,5,24.97433,121.53863,42.87434558046206
79,2012.4877739248732,38.76797972622392,559.2868185844497,2,24.97598,121.53381,29.32243271866722
39,2012.2747710569606,1.1749943213294163,626.1386064730849,6,24.97201,121.54722,43.063083362337665
365,2013.3337561347,33.85611176077641,567.1738983168409,7,24.97913,121.53666,35.017523808335966
78,2012.4120147181402,21.175573123271327,2348.670626508005,3,24.96322,121.51237,26.016068479465243
367,2012.9671383719206,13.259570096015032,1716.134989773232,1,24.95153,121.55254,25.38028983069983
411,2012.368412370368,3.693043786788349,89.07568318545087,9,24.97433,121.5431,52.14851673893142
129,2013.3812909280784,40.263861998310006,130.96085303475832,6,24.96674,121.54039,64.27528732156438
389,2013.3335083707668,10.885238032976364,2384.0647695331586,4,24.95957,121.51353,26.983903754924942
338,2013.2323931996164,29.887648738078106,633.0972044175787,5,24.96871,121.54651,29.66909604946389
86,2012.4276114283432,1.3187982304093766,350.4044612780512,9,24.96853,121.54413,47.08190192900822
292,2012.989196262399,1.6346676188995684,56.407297720896814,7,24.95744,121.53711,56.79985933881915
332,2013.4161345705743,25.89121580743584,4746.494355941056,0,24.94826,121.49587,15.706738967889743
252,2012.9295950088303,30.207060911397463,1210.3639766035303,0,24.9496,121.53018,14.744801909167288
264,2013.345619427452,2.7769034167474915,2192.377727035939,3,24.96299,121.51284,29.401981137947946
408,2013.1116998909995,6.235701543473222,2212.9447137255283,0,24.95505,121.55964,23.06514036674731
399,2013.1198323531257,12.987425914241348,1578.9398728851259,2,24.96447,121.51649,23.29311447690664
172,2013.1074236334298,4.04110879310366,377.1281488791232,5,24.98085,121.54391,55.32003792754802
157,2013.8000303608007,31.264550778269584,1256.8608388595906,0,24.94883,121.52954,18.65555958361104
239,2012.9417045192902,11.974287022837498,795.3643210906664,0,24.97668,121.52518,43.74998260469972
198,2012.8852019651517,33.95253395500916,128.01734871436202,8,24.96881,121.54089,50.83642153861709
96,2012.4884717433706,6.933270877358899,114.33650642954328,5,24.96674,121.54067,51.9914841799219
107,2013.030690803225,18.23734948797224,186.049767850868,8,24.97707,121.54308,47.68313604854497
244,2013.2576244899462,31.102783486836863,192.68547806542307,8,24.98236,121.53923,49.041534077536895
310,2013.5800866100317,28.59632133666284,1246.0861488163628,0,24.94883,121.52954,17.387867888709536
54,2013.2474835215858,13.570332241088398,497.14152377595366,5,24.96515,121.53737,42.207675298539385
33,2013.0468554645795,36.237712113042086,478.8446230471863,1,24.97349,121.53451,36.88666754128572
99,2013.1639083245013,16.933078382326848,298.106457567371,5,24.98203,121.54348,55.949447322322385
301,2013.1349451835526,3.1870654933282974,167.84634442550114,4,24.96696,121.53992,40.40713999023753
19,2013.7307922556715,16.344186556841127,346.24272798922334,8,24.9675,121.54451,39.73540762658004
342,2013.1847830919064,12.04355180279391,788.6169847821566,2,24.97371,121.54951,38.43830966485521
391,2013.93853862682,33.7357829994748,340.2993360967553,9,24.97151,121.5435,41.57419701235368
8,2013.0732397543723,20.256704703010804,272.1724863086174,6,24.98042,121.54228,51.17403611327369
389,2013.3651022826084,11.34711189150472,2302.1031317580787,4,24.95957,121.51353,27.36042000069472
387,2012.9537576413913,0.898065795107482,181.55553367892125,0,24.9711,121.5317,56.47063788345781
111,2012.8916909985408,9.519951803495765,95.38475525589392,5,24.96674,121.54067,47.75353460337705
413,2012.5596319138574,10.095220538554285,109.39073931903677,5,24.96674,121.54067,54.136226598242146
236,2012.4537253956748,14.125337306607655,261.28467251302516,7,24.96606,121.54297,40.1898232697593
155,2013.3918325425582,16.845254522857722,4339.487128419107,0,24.94297,121.50342,21.10678872309449
229,2013.9154898130973,13.38133833626873,2933.068951892485,0,25.00115,121.51776,48.57163996133566
92,2013.0746801776784,9.12199093308914,1352.6495401035293,0,24.98569,121.5276,41.32235587170575
123,2013.400045489808,33.13618178067057,452.8165087352214,4,24.98199,121.54464,32.33850162545766
320,2013.0362333093074,35.138117052834595,298.6735501520165,5,24.95562,121.53872,27.988627699567516
244,2013.3439163641249,32.25164057198781,208.54444914523074,8,24.98236,121.53923,51.731067931643324
277,2012.623939584574,19.230087720894144,490.39496052292833,5,24.95425,121.5399,31.400707545903185
136,2013.1271717661261,20.33082367686022,1027.730744898258,0,24.96357,121.54951,18.766163664809156
221,2013.7758868506198,36.8063648609761,170.66432888645227,9,24.97703,121.54265,72.42904947403538
203,2013.2812583089838,37.96437487287666,677.6262745433012,3,24.97559,121.53713,30.547255352294457
80,2012.828879233558,17.093585777053583,1535.6172294100068,1,24.95182,121.54887,26.238409315620366
343,2012.6398135304116,4.789350098747813,87.82247757787334,9,24.97433,121.5431,49.14776738834961
88,2013.9017763641818,16.164222057361535,4195.018104187752,0,24.94297,121.50342,19.885216966045608
7,2013.063144322201,34.10092769603564,667.7166265037233,7,24.97933,121.53642,36.57814078737776
414,2013.2464379592625,8.399740709851548,86.28274715112042,9,24.97433,121.5431,60.305705567941914
274,2013.0552618403233,12.582535493825024,166.7052181156961,1,24.97371,121.52984,28.69994388127904
186,2013.0520932138734,32.3821259612628,1385.713920033292,3,24.97285,121.5173,22.312113045659697
334,2012.789573603839,6.020051982127993,103.13620880216541,5,24.96674,121.54067,34.601547808649485
242,2013.7612847141256,15.133437559054409,253.6028396118121,7,24.96606,121.54297,45.512560862358896
142,2013.65076986095,3.870031378423885,1571.0372997538882,3,24.97213,121.51627,27.734806809208216
9,2013.3037929865723,31.684365829537573,5230.674120515077,1,24.95095,121.48458,19.762428795807534
295,2013.0014680448849,28.107656421373033,330.7968383210258,6,24.9796,121.5414,41.622481106021276
244,2013.0201438626575,33.13429360511956,208.08689437638256,8,24.98236,121.53923,46.78030513344029
264,2013.781688120144,2.170805839357531,2219.4363182204825,3,24.96299,121.51284,33.556997614776506
9,2013.0368245622806,33.47703991527089,5266.306579956708,1,24.95095,121.48458,20.119880242198377
365,2013.825878904746,36.81163259747226,658.2926324174775,7,24.97913,121.53666,33.24831491530369
165,2012.6444975466484,0.5532965208108438,185.13894457181652,0,24.9711,121.5317,54.075584872013245
310,2013.1395926583903,30.34458049641441,1280.3846095370313,0,24.94883,121.52954,18.906210165613878
406,2012.9282610852727,21.45615343308523,121.81332331420701,6,24.95663,121.53765,38.905589420285665
152,2013.9177519594566,6.084311102178297,426.3700305783756,9,24.98118,121.53788,43.39474454401856
179,2013.694698476158,11.751561059394403,1128.664682855032,4,24.99176,121.53456,34.17729088417921
130,2013.8653931308695,37.176007926499864,218.59753319552038,7,24.98086,121.54162,43.34492175014158
214,2013.4235629569716,5.3591927767543766,99.2303650179746,9,24.97433,121.5431,58.229593652779364
170,2013.6450181783327,9.568610541963066,1769.2848586107652,1,24.95468,121.55481,23.294166435176095
264,2013.6796845472602,3.96057814765833,2267.530501848207,3,24.96299,121.51284,33.02885312774036
136,2012.913088759254,17.959083374193742,938.069184657483,0,24.96357,121.54951,21.1494089361593
200,2013.9164538839213,17.792166337523607,419.3043636663386,8,24.96945,121.5449,30.564024460622385
41,2012.7492214292674,11.703102208049604,3960.618884146238,0,24.94155,121.50381,16.15989039211365
276,2012.7699944311414,2.8381706613493325,21.44533865440964,7,24.96772,121.54102,46.118930813234776
286,2013.5111323525641,29.49807925226854,765.5082773724362,3,24.97509,121.53644,51.47436864541127
93,2013.2742578934126,22.54137374185302,2297.189737135576,4,24.96108,121.51046,23.227699247358718
82,2013.2247898242647,29.675911720261933,392.8380270184169,6,24.96427,121.53964,35.32459538090734
169,2012.9000406913808,27.49257269216527,563.5449675377504,5,24.96299,121.5432,39.32298631114897
59,2013.6574936903132,30.7407439341038,4606.060185670687,1,24.94925,121.49542,23.488413599233272
244,2013.6429684071554,31.324413254558742,200.9982188160584,8,24.98236,121.53923,51.256977540083355
95,2012.5239733993988,40.850874830087356,173.95771448374157,5,24.9663,121.54026,39.506543955637
232,2012.7090914496598,16.77178468972337,4196.984059104625,0,24.94235,121.50357,15.090126239455369
167,2013.2665542878374,-1.86903426313836,274.70450551753413,6,24.97744,121.54458,67.89641300238752
369,2013.7802126354388,19.73702939563073,375.4820145469636,1,24.97544,121.53119,46.73494035756158
